date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2025-12-22,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,2516.96,7.2,0.348
2025-12-22,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,734.77,8.6,0.468
2025-12-22,CAMP_META_RM_07,Meta (FB/IG),options traders,Video Engagers,Highest Volume,1181.96,9.3,0.782
2025-12-22,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1687.96,8.7,0.405
2025-12-22,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Maximum Delivery,732.62,3.6,0.394
2025-12-22,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,890.60,8.0,0.749
2025-12-22,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,989.26,8.2,0.446
2025-12-23,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Target CPA,2768.83,5.2,0.566
2025-12-23,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2756.45,6.0,0.189
2025-12-23,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Target CPA,2423.34,7.6,0.426
2025-12-23,CAMP_GGL_BRAND_01,Google Ads,intraday app,KYC Dropoff,Target CPA,3476.15,,0.621
2025-12-23,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Target CPA,2312.74,7.3,0.742
2025-12-23,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target ROAS,2029.28,6.7,0.348
2025-12-23,CAMP_GGL_DG_03,Google Ads,open demat account,Brand Searchers,Target CPA,3331.08,5.1,0.267
2025-12-23,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Maximize Conversions,3249.24,6.8,0.589
2025-12-23,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target CPA,2704.87,8.9,0.455
2025-12-23,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,3574.86,4.9,0.644
2025-12-23,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Highest Volume,2249.59,8.0,0.624
2025-12-23,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,730.66,6.7,0.51
2025-12-23,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1545.90,6.7,0.326
2025-12-23,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,931.13,4.8,0.228
2025-12-23,CAMP_META_RM_07,Meta (FB/IG),options traders,Video Engagers,Highest Volume,3032.62,8.7,0.46
2025-12-23,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,377.53,6.4,0.691
2025-12-24,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Maximize Conversions,1991.30,6.6,0.186
2025-12-24,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target ROAS,1926.77,9.6,0.585
2025-12-24,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,3303.71,7.5,0.535
2025-12-24,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,1102.99,4.0,0.611
2025-12-24,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target CPA,2886.57,3.3,0.648
2025-12-24,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target CPA,2952.51,9.1,0.265
2025-12-24,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target CPA,1339.29,7.7,0.274
2025-12-24,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Target CPA,3468.49,9.6,0.383
2025-12-24,CAMP_GGL_UAC_04,Google Ads,open demat account,App Installers,Target ROAS,1355.26,5.4,0.427
2025-12-24,CAMP_GGL_UAC_04,Google Ads,stock trading app,KYC Dropoff,Target CPA,1366.02,8.9,0.377
2025-12-24,CAMP_GGL_UAC_04,Google Ads,intraday app,KYC Dropoff,Target ROAS,3054.43,5.2,0.527
2025-12-24,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,3091.40,7.3,0.519
2025-12-24,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Cost Cap,1531.04,9.2,0.225
2025-12-24,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,1019.15,3.9,0.341
2025-12-24,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,2061.89,7.1,0.785
2025-12-24,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2757.90,9.1,0.449
2025-12-24,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,775.85,6.7,0.573
2025-12-24,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,870.58,8.4,0.3
2025-12-24,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,2098.03,8.3,0.759
2025-12-24,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,2434.18,3.7,0.583
2025-12-24,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Maximum Delivery,920.71,9.1,0.635
2025-12-24,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Target Cost,1154.45,5.0,0.32
2025-12-24,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Maximum Delivery,1184.78,5.0,0.643
2025-12-24,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,1133.71,5.4,0.54
2025-12-25,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1730.20,8.5,0.223
2025-12-25,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target CPA,1381.75,5.3,0.599
2025-12-25,CAMP_GGL_GEN_02,Google Ads,best trading platform,KYC Dropoff,Target ROAS,1745.17,9.6,0.189
2025-12-25,CAMP_GGL_GEN_02,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,2464.90,5.2,0.434
2025-12-25,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Target CPA,2558.53,9.1,0.654
2025-12-25,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Maximize Conversions,2526.58,8.8,0.362
2025-12-25,CAMP_GGL_UAC_04,Google Ads,open demat account,High Intent Traders,Target ROAS,1291.52,8.1,0.377
2025-12-25,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1116.35,9.2,0.563
2025-12-25,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,1939.13,5.7,0.454
2025-12-25,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,1679.42,5.3,0.417
2025-12-25,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,1820.40,9.8,0.308
2025-12-25,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,3202.68,9.1,0.511
2025-12-25,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,2186.08,5.5,0.78
2025-12-25,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,965.73,5.7,0.515
2025-12-25,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,2390.90,9.7,0.383
2025-12-25,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,1117.14,6.5,0.551
2025-12-25,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Cost Cap,732.17,7.6,0.431
2025-12-25,CAMP_META_RM_07,Meta (FB/IG),options traders,Video Engagers,Highest Volume,2368.63,7.7,0.418
2025-12-25,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,2699.33,7.8,0.277
2025-12-25,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,1217.86,6.4,0.433
2025-12-25,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,858.82,5.9,0.748
2025-12-25,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,502.21,8.8,0.613
2025-12-25,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,905.00,8.8,0.495
2025-12-26,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1435.45,7.9,0.702
2025-12-26,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Target CPA,3216.91,9.1,0.761
2025-12-26,CAMP_GGL_BRAND_01,Google Ads,intraday app,Brand Searchers,Maximize Conversions,2048.25,6.9,0.496
2025-12-26,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Target CPA,2105.11,,0.43
2025-12-26,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Target ROAS,3484.07,8.5,0.278
2025-12-26,CAMP_GGL_DG_03,Google Ads,intraday app,App Installers,Maximize Conversions,1618.16,6.3,0.604
2025-12-26,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Target CPA,828.81,7.2,0.411
2025-12-26,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Maximize Conversions,-24.31,6.3,0.691
2025-12-26,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target ROAS,1215.53,3.7,0.441
2025-12-26,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Target CPA,3185.88,7.6,0.713
2025-12-26,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Target CPA,2143.52,,0.465
2025-12-26,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,1649.49,3.5,0.54
2025-12-26,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,2047.94,7.0,0.351
2025-12-26,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,2896.60,8.5,0.668
2025-12-26,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Cost Cap,2115.68,6.9,0.324
2025-12-26,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,1841.03,8.3,0.183
2025-12-26,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Lookalike 2%,Highest Volume,890.33,7.4,0.265
2025-12-26,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,3025.43,5.1,0.206
2025-12-26,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,630.30,4.7,0.747
2025-12-27,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target ROAS,2023.30,5.4,0.473
2025-12-27,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Target ROAS,1697.18,8.6,0.214
2025-12-27,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Maximize Conversions,3165.61,4.0,0.29
2025-12-27,CAMP_GGL_GEN_02,Google Ads,stock trading app,Brand Searchers,Target ROAS,2134.38,6.9,0.413
2025-12-27,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1105.81,6.7,0.615
2025-12-27,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target ROAS,3399.98,3.3,0.371
2025-12-27,CAMP_GGL_DG_03,Google Ads,open demat account,High Intent Traders,Target ROAS,1442.32,7.1,0.697
2025-12-27,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target CPA,2871.34,9.2,0.705
2025-12-27,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Target CPA,1497.78,5.8,0.77
2025-12-27,CAMP_GGL_UAC_04,Google Ads,open demat account,High Intent Traders,Target CPA,1203.85,6.8,0.624
2025-12-27,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Target CPA,2483.05,8.2,0.519
2025-12-27,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Target ROAS,1437.27,3.2,0.287
2025-12-27,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,934.41,6.2,0.741
2025-12-27,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Finance Interests,Cost Cap,1266.38,5.7,0.318
2025-12-27,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,2081.59,4.9,0.502
2025-12-27,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Lookalike 2%,Bid Cap,2408.98,6.4,0.226
2025-12-27,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,1780.72,3.3,0.248
2025-12-27,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,2492.44,8.4,0.29
2025-12-27,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,1686.40,4.0,0.634
2025-12-27,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,859.94,6.5,0.779
2025-12-27,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,526.54,9.0,0.663
2025-12-27,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Target Cost,413.95,4.4,0.561
2025-12-27,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,707.99,3.8,0.747
2025-12-27,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,1332.74,3.3,0.576
2025-12-28,CAMP_GGL_BRAND_01,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,3182.86,3.9,0.261
2025-12-28,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,3305.00,7.8,0.266
2025-12-28,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target CPA,10007.07,6.2,0.547
2025-12-28,CAMP_GGL_BRAND_01,Google Ads,stock trading app,App Installers,Target ROAS,3379.68,8.4,0.439
2025-12-28,CAMP_GGL_GEN_02,Google Ads,best trading platform,App Installers,Maximize Conversions,1737.40,4.8,0.254
2025-12-28,CAMP_GGL_GEN_02,Google Ads,stock trading app,Brand Searchers,Target ROAS,3229.22,4.0,0.591
2025-12-28,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target CPA,-101.94,6.6,0.431
2025-12-28,CAMP_GGL_GEN_02,Google Ads,best trading platform,High Intent Traders,Target ROAS,-48.12,5.6,0.603
2025-12-28,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target ROAS,3138.64,8.1,0.594
2025-12-28,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Maximize Conversions,1779.87,6.6,0.789
2025-12-28,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target CPA,3231.32,4.6,0.309
2025-12-28,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,2186.85,4.1,0.756
2025-12-28,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2892.04,4.0,0.659
2025-12-28,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,2384.21,7.7,0.679
2025-12-28,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,2105.99,5.4,0.202
2025-12-28,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,2342.93,9.8,0.384
2025-12-28,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,844.05,5.8,0.61
2025-12-28,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,2039.53,3.4,0.5
2025-12-28,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,1299.39,9.0,0.315
2025-12-28,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,1839.85,6.0,0.478
2025-12-28,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,696.85,8.1,0.384
2025-12-28,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1377.31,4.9,0.381
2025-12-28,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Target Cost,523.05,6.5,0.596
2025-12-28,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Maximum Delivery,1102.81,7.7,0.489
2025-12-29,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2586.89,8.0,0.548
2025-12-29,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Target CPA,3152.27,3.6,0.449
2025-12-29,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target CPA,2945.99,6.2,0.601
2025-12-29,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Maximize Conversions,3169.26,3.3,0.572
2025-12-29,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target ROAS,2955.98,6.8,0.55
2025-12-29,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target CPA,3339.68,9.2,0.19
2025-12-29,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Maximize Conversions,897.46,5.2,0.336
2025-12-29,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Bid Cap,2812.06,8.5,0.661
2025-12-29,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,1580.68,3.4,0.562
2025-12-29,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,2914.57,5.0,0.409
2025-12-29,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2956.74,7.3,0.493
2025-12-29,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,1666.74,8.8,0.221
2025-12-29,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,1511.94,9.5,0.515
2025-12-29,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Bid Cap,2147.10,6.8,0.448
2025-12-29,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Target Cost,695.34,4.0,0.219
2025-12-29,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,374.46,8.7,0.598
2025-12-29,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,695.77,8.7,0.761
2025-12-29,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,1056.01,8.8,0.382
2025-12-30,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Target CPA,1368.64,3.9,0.351
2025-12-30,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target CPA,1276.65,8.2,0.64
2025-12-30,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Maximize Conversions,3044.05,7.5,0.399
2025-12-30,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target CPA,828.05,8.6,0.315
2025-12-30,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,2393.42,5.9,0.53
2025-12-30,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target ROAS,3596.90,5.7,0.605
2025-12-30,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,2716.83,8.8,0.644
2025-12-30,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target CPA,805.37,6.2,0.586
2025-12-30,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,1728.78,4.4,0.497
2025-12-30,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target CPA,1128.37,7.8,0.605
2025-12-30,CAMP_GGL_UAC_04,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,1040.41,7.4,0.632
2025-12-30,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Video Engagers,Cost Cap,799.54,7.5,0.727
2025-12-30,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,1168.42,6.4,0.534
2025-12-30,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Lookalike 2%,Cost Cap,2040.48,3.7,0.45
2025-12-30,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,874.98,9.8,0.324
2025-12-30,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Bid Cap,2461.26,6.7,0.258
2025-12-30,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,739.58,9.7,0.58
2025-12-30,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,1930.93,5.3,0.667
2025-12-30,CAMP_META_RM_07,Meta (FB/IG),options traders,Video Engagers,Cost Cap,2462.59,4.3,0.517
2025-12-30,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,880.38,7.8,0.394
2025-12-30,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Target Cost,1167.91,7.4,0.298
2025-12-30,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,771.50,4.7,0.659
2025-12-30,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,822.52,8.0,0.234
2025-12-30,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,580.99,7.9,0.586
2025-12-31,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,App Installers,Target ROAS,3079.54,3.4,0.506
2025-12-31,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target ROAS,2799.11,6.0,0.696
2025-12-31,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1888.37,3.1,0.346
2025-12-31,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,App Installers,Target ROAS,2295.02,3.2,0.771
2025-12-31,CAMP_GGL_GEN_02,Google Ads,open demat account,Brand Searchers,Target CPA,1232.75,5.1,0.444
2025-12-31,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,2538.65,4.7,0.357
2025-12-31,CAMP_GGL_DG_03,Google Ads,stock trading app,High Intent Traders,Target CPA,2205.64,7.0,0.702
2025-12-31,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target CPA,2345.09,6.0,0.403
2025-12-31,CAMP_GGL_UAC_04,Google Ads,intraday app,KYC Dropoff,Target ROAS,872.20,8.1,0.522
2025-12-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Target CPA,9294.36,8.5,0.504
2025-12-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Target CPA,2613.75,5.7,0.758
2025-12-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Target ROAS,1261.92,8.7,0.52
2025-12-31,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,1732.28,5.2,0.767
2025-12-31,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,933.58,4.4,0.784
2025-12-31,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Cost Cap,1969.30,7.7,0.613
2025-12-31,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,2907.79,8.8,0.64
2025-12-31,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2207.84,7.3,0.239
2025-12-31,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,2120.96,8.3,0.248
2025-12-31,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,5570.66,4.0,0.182
2025-12-31,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,882.36,9.3,0.415
2026-01-01,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Maximize Conversions,1138.12,6.3,0.471
2026-01-01,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,1959.16,5.2,0.355
2026-01-01,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,981.78,3.2,0.313
2026-01-01,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,2531.93,4.7,0.714
2026-01-01,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,1270.02,4.4,0.314
2026-01-01,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Target CPA,2692.19,5.8,0.722
2026-01-01,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target ROAS,2955.28,6.0,0.736
2026-01-01,CAMP_GGL_DG_03,Google Ads,mutual funds app,App Installers,Target ROAS,3563.74,5.1,0.767
2026-01-01,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Maximize Conversions,1869.49,3.2,0.278
2026-01-01,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Target ROAS,1688.52,7.0,0.191
2026-01-01,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,919.69,5.8,0.182
2026-01-01,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,3071.16,4.8,0.52
2026-01-01,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Highest Volume,1257.94,9.8,0.3
2026-01-01,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,2247.15,4.5,0.741
2026-01-01,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1570.54,6.4,0.312
2026-01-01,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,1376.83,,0.767
2026-01-01,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,561.10,9.2,0.345
2026-01-01,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,923.46,4.0,0.408
2026-01-01,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,1066.48,8.6,0.522
2026-01-01,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,815.62,8.5,0.68
2026-01-02,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,3556.47,9.0,0.29
2026-01-02,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Target ROAS,2272.55,3.9,0.562
2026-01-02,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target CPA,3529.69,5.3,0.325
